TestSimpleOnly.pos.x [m],TestSimpleOnly.vel.x [m/s],TestSimpleOnly.accel.x [m/s^2],TestSimpleOnly.net_force.x [N],TestSimpleOnly.pos.y [m],TestSimpleOnly.vel.y [m/s],TestSimpleOnly.accel.y [m/s^2],TestSimpleOnly.net_force.y [N],TestSimpleOnly.mass [kg],TestSimpleOnly.theta [rad],TestSimpleOnly.theta_dot [rad/s],TestSimpleOnly.theta_ddot [rad/s^2],TestSimpleOnly.net_moment [N*m],TestSimpleOnly.inertia [kg*m^2],TestSimple.force.x [N],TestSimple.force.y [N],TestSimple.moment [N*m],TestBodySimpleOnly.pos.x [m],TestBodySimpleOnly.vel.x [m/s],TestBodySimpleOnly.accel.x [m/s^2],TestBodySimpleOnly.net_force.x [N],TestBodySimpleOnly.pos.y [m],TestBodySimpleOnly.vel.y [m/s],TestBodySimpleOnly.accel.y [m/s^2],TestBodySimpleOnly.net_force.y [N],TestBodySimpleOnly.mass [kg],TestBodySimpleOnly.theta [rad],TestBodySimpleOnly.theta_dot [rad/s],TestBodySimpleOnly.theta_ddot [rad/s^2],TestBodySimpleOnly.net_moment [N*m],TestBodySimpleOnly.inertia [kg*m^2],TestSimple2.force.x [N],TestSimple2.force.y [N],TestSimple2.moment [N*m],TestBodySimple.loc_cg.i [m],TestBodySimple.loc_cg.j [m],TestBodySimple.body_force.i [N],TestBodySimple.body_force.j [N],TestBodySimple.global_force.x [N],TestBodySimple.global_force.y [N],TestBodySimple.moment [N*m],sim.steps [-],sim.dt [s],sim.time [s]
0.34279200,0.82800000,1.00000000,1.00000000,0.34279200,0.82800000,1.00000000,1.00000000,1.00000000,0.34279200,0.82800000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.34279200,0.82800000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,827.00000000,0.00100000,0.82700000
0.34362050,0.82900000,1.00000000,1.00000000,0.34362050,0.82900000,1.00000000,1.00000000,1.00000000,0.34362050,0.82900000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.34362050,0.82900000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,828.00000000,0.00100000,0.82800000
0.34445000,0.83000000,1.00000000,1.00000000,0.34445000,0.83000000,1.00000000,1.00000000,1.00000000,0.34445000,0.83000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.34445000,0.83000000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,829.00000000,0.00100000,0.82900000
0.34528050,0.83100000,1.00000000,1.00000000,0.34528050,0.83100000,1.00000000,1.00000000,1.00000000,0.34528050,0.83100000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.34528050,0.83100000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,830.00000000,0.00100000,0.83000000
0.34611200,0.83200000,1.00000000,1.00000000,0.34611200,0.83200000,1.00000000,1.00000000,1.00000000,0.34611200,0.83200000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.34611200,0.83200000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,831.00000000,0.00100000,0.83100000
0.34694450,0.83300000,1.00000000,1.00000000,0.34694450,0.83300000,1.00000000,1.00000000,1.00000000,0.34694450,0.83300000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.34694450,0.83300000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,832.00000000,0.00100000,0.83200000
0.34777800,0.83400000,1.00000000,1.00000000,0.34777800,0.83400000,1.00000000,1.00000000,1.00000000,0.34777800,0.83400000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.34777800,0.83400000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,833.00000000,0.00100000,0.83300000
0.34861250,0.83500000,1.00000000,1.00000000,0.34861250,0.83500000,1.00000000,1.00000000,1.00000000,0.34861250,0.83500000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.34861250,0.83500000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,834.00000000,0.00100000,0.83400000
0.34944800,0.83600000,1.00000000,1.00000000,0.34944800,0.83600000,1.00000000,1.00000000,1.00000000,0.34944800,0.83600000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.34944800,0.83600000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,835.00000000,0.00100000,0.83500000
0.35028450,0.83700000,1.00000000,1.00000000,0.35028450,0.83700000,1.00000000,1.00000000,1.00000000,0.35028450,0.83700000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35028450,0.83700000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,836.00000000,0.00100000,0.83600000
0.35112200,0.83800000,1.00000000,1.00000000,0.35112200,0.83800000,1.00000000,1.00000000,1.00000000,0.35112200,0.83800000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35112200,0.83800000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,837.00000000,0.00100000,0.83700000
0.35196050,0.83900000,1.00000000,1.00000000,0.35196050,0.83900000,1.00000000,1.00000000,1.00000000,0.35196050,0.83900000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35196050,0.83900000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,838.00000000,0.00100000,0.83800000
0.35280000,0.84000000,1.00000000,1.00000000,0.35280000,0.84000000,1.00000000,1.00000000,1.00000000,0.35280000,0.84000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35280000,0.84000000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,839.00000000,0.00100000,0.83900000
0.35364050,0.84100000,1.00000000,1.00000000,0.35364050,0.84100000,1.00000000,1.00000000,1.00000000,0.35364050,0.84100000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35364050,0.84100000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,840.00000000,0.00100000,0.84000000
0.35448200,0.84200000,1.00000000,1.00000000,0.35448200,0.84200000,1.00000000,1.00000000,1.00000000,0.35448200,0.84200000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35448200,0.84200000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,841.00000000,0.00100000,0.84100000
0.35532450,0.84300000,1.00000000,1.00000000,0.35532450,0.84300000,1.00000000,1.00000000,1.00000000,0.35532450,0.84300000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35532450,0.84300000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,842.00000000,0.00100000,0.84200000
0.35616800,0.84400000,1.00000000,1.00000000,0.35616800,0.84400000,1.00000000,1.00000000,1.00000000,0.35616800,0.84400000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35616800,0.84400000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,843.00000000,0.00100000,0.84300000
0.35701250,0.84500000,1.00000000,1.00000000,0.35701250,0.84500000,1.00000000,1.00000000,1.00000000,0.35701250,0.84500000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35701250,0.84500000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,844.00000000,0.00100000,0.84400000
0.35785800,0.84600000,1.00000000,1.00000000,0.35785800,0.84600000,1.00000000,1.00000000,1.00000000,0.35785800,0.84600000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35785800,0.84600000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,845.00000000,0.00100000,0.84500000
0.35870450,0.84700000,1.00000000,1.00000000,0.35870450,0.84700000,1.00000000,1.00000000,1.00000000,0.35870450,0.84700000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35870450,0.84700000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,846.00000000,0.00100000,0.84600000
0.35955200,0.84800000,1.00000000,1.00000000,0.35955200,0.84800000,1.00000000,1.00000000,1.00000000,0.35955200,0.84800000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35955200,0.84800000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,847.00000000,0.00100000,0.84700000
0.36040050,0.84900000,1.00000000,1.00000000,0.36040050,0.84900000,1.00000000,1.00000000,1.00000000,0.36040050,0.84900000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36040050,0.84900000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,848.00000000,0.00100000,0.84800000
0.36125000,0.85000000,1.00000000,1.00000000,0.36125000,0.85000000,1.00000000,1.00000000,1.00000000,0.36125000,0.85000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36125000,0.85000000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,849.00000000,0.00100000,0.84900000
0.36210050,0.85100000,1.00000000,1.00000000,0.36210050,0.85100000,1.00000000,1.00000000,1.00000000,0.36210050,0.85100000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36210050,0.85100000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,850.00000000,0.00100000,0.85000000
0.36295200,0.85200000,1.00000000,1.00000000,0.36295200,0.85200000,1.00000000,1.00000000,1.00000000,0.36295200,0.85200000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36295200,0.85200000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,851.00000000,0.00100000,0.85100000
0.36380450,0.85300000,1.00000000,1.00000000,0.36380450,0.85300000,1.00000000,1.00000000,1.00000000,0.36380450,0.85300000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36380450,0.85300000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,852.00000000,0.00100000,0.85200000
0.36465800,0.85400000,1.00000000,1.00000000,0.36465800,0.85400000,1.00000000,1.00000000,1.00000000,0.36465800,0.85400000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36465800,0.85400000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,853.00000000,0.00100000,0.85300000
0.36551250,0.85500000,1.00000000,1.00000000,0.36551250,0.85500000,1.00000000,1.00000000,1.00000000,0.36551250,0.85500000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36551250,0.85500000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,854.00000000,0.00100000,0.85400000
0.36636800,0.85600000,1.00000000,1.00000000,0.36636800,0.85600000,1.00000000,1.00000000,1.00000000,0.36636800,0.85600000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36636800,0.85600000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,855.00000000,0.00100000,0.85500000
0.36722450,0.85700000,1.00000000,1.00000000,0.36722450,0.85700000,1.00000000,1.00000000,1.00000000,0.36722450,0.85700000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36722450,0.85700000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,856.00000000,0.00100000,0.85600000
0.36808200,0.85800000,1.00000000,1.00000000,0.36808200,0.85800000,1.00000000,1.00000000,1.00000000,0.36808200,0.85800000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36808200,0.85800000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,857.00000000,0.00100000,0.85700000
0.36894050,0.85900000,1.00000000,1.00000000,0.36894050,0.85900000,1.00000000,1.00000000,1.00000000,0.36894050,0.85900000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36894050,0.85900000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,858.00000000,0.00100000,0.85800000
0.36980000,0.86000000,1.00000000,1.00000000,0.36980000,0.86000000,1.00000000,1.00000000,1.00000000,0.36980000,0.86000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36980000,0.86000000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,859.00000000,0.00100000,0.85900000
0.37066050,0.86100000,1.00000000,1.00000000,0.37066050,0.86100000,1.00000000,1.00000000,1.00000000,0.37066050,0.86100000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37066050,0.86100000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,860.00000000,0.00100000,0.86000000
0.37152200,0.86200000,1.00000000,1.00000000,0.37152200,0.86200000,1.00000000,1.00000000,1.00000000,0.37152200,0.86200000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37152200,0.86200000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,861.00000000,0.00100000,0.86100000
0.37238450,0.86300000,1.00000000,1.00000000,0.37238450,0.86300000,1.00000000,1.00000000,1.00000000,0.37238450,0.86300000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37238450,0.86300000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,862.00000000,0.00100000,0.86200000
0.37324800,0.86400000,1.00000000,1.00000000,0.37324800,0.86400000,1.00000000,1.00000000,1.00000000,0.37324800,0.86400000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37324800,0.86400000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,863.00000000,0.00100000,0.86300000
0.37411250,0.86500000,1.00000000,1.00000000,0.37411250,0.86500000,1.00000000,1.00000000,1.00000000,0.37411250,0.86500000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37411250,0.86500000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,864.00000000,0.00100000,0.86400000
0.37497800,0.86600000,1.00000000,1.00000000,0.37497800,0.86600000,1.00000000,1.00000000,1.00000000,0.37497800,0.86600000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37497800,0.86600000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,865.00000000,0.00100000,0.86500000
0.37584450,0.86700000,1.00000000,1.00000000,0.37584450,0.86700000,1.00000000,1.00000000,1.00000000,0.37584450,0.86700000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37584450,0.86700000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,866.00000000,0.00100000,0.86600000
0.37671200,0.86800000,1.00000000,1.00000000,0.37671200,0.86800000,1.00000000,1.00000000,1.00000000,0.37671200,0.86800000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37671200,0.86800000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,867.00000000,0.00100000,0.86700000
0.37758050,0.86900000,1.00000000,1.00000000,0.37758050,0.86900000,1.00000000,1.00000000,1.00000000,0.37758050,0.86900000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37758050,0.86900000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,868.00000000,0.00100000,0.86800000
0.37845000,0.87000000,1.00000000,1.00000000,0.37845000,0.87000000,1.00000000,1.00000000,1.00000000,0.37845000,0.87000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37845000,0.87000000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,869.00000000,0.00100000,0.86900000
0.37932050,0.87100000,1.00000000,1.00000000,0.37932050,0.87100000,1.00000000,1.00000000,1.00000000,0.37932050,0.87100000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37932050,0.87100000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,870.00000000,0.00100000,0.87000000
0.38019200,0.87200000,1.00000000,1.00000000,0.38019200,0.87200000,1.00000000,1.00000000,1.00000000,0.38019200,0.87200000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.38019200,0.87200000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,871.00000000,0.00100000,0.87100000
0.38106450,0.87300000,1.00000000,1.00000000,0.38106450,0.87300000,1.00000000,1.00000000,1.00000000,0.38106450,0.87300000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.38106450,0.87300000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,872.00000000,0.00100000,0.87200000
0.38193800,0.87400000,1.00000000,1.00000000,0.38193800,0.87400000,1.00000000,1.00000000,1.00000000,0.38193800,0.87400000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.38193800,0.87400000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,873.00000000,0.00100000,0.87300000
0.38281250,0.87500000,1.00000000,1.00000000,0.38281250,0.87500000,1.00000000,1.00000000,1.00000000,0.38281250,0.87500000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.38281250,0.87500000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,874.00000000,0.00100000,0.87400000
0.38368800,0.87600000,1.00000000,1.00000000,0.38368800,0.87600000,1.00000000,1.00000000,1.00000000,0.38368800,0.87600000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.38368800,0.87600000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,875.00000000,0.00100000,0.87500000
